group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronoice,500000,,,567528039.0,ns,1
Build Voronoi Cells,voronoice,500000,,,550128027.0,ns,1
Build Voronoi Cells,voronoice,500000,,,554220247.0,ns,1
Build Voronoi Cells,voronoice,500000,,,543642443.0,ns,1
Build Voronoi Cells,voronoice,500000,,,557087605.0,ns,1
Build Voronoi Cells,voronoice,500000,,,558781226.0,ns,1
Build Voronoi Cells,voronoice,500000,,,555567497.0,ns,1
Build Voronoi Cells,voronoice,500000,,,551243615.0,ns,1
Build Voronoi Cells,voronoice,500000,,,549965712.0,ns,1
Build Voronoi Cells,voronoice,500000,,,557433428.0,ns,1
Build Voronoi Cells,voronoice,500000,,,565438325.0,ns,1
Build Voronoi Cells,voronoice,500000,,,559207411.0,ns,1
Build Voronoi Cells,voronoice,500000,,,551662221.0,ns,1
Build Voronoi Cells,voronoice,500000,,,541791755.0,ns,1
Build Voronoi Cells,voronoice,500000,,,575883529.0,ns,1
Build Voronoi Cells,voronoice,500000,,,554386453.0,ns,1
Build Voronoi Cells,voronoice,500000,,,556866678.0,ns,1
Build Voronoi Cells,voronoice,500000,,,546795708.0,ns,1
Build Voronoi Cells,voronoice,500000,,,545306932.0,ns,1
Build Voronoi Cells,voronoice,500000,,,556328211.0,ns,1
Build Voronoi Cells,voronoice,500000,,,555198822.0,ns,1
Build Voronoi Cells,voronoice,500000,,,544916345.0,ns,1
Build Voronoi Cells,voronoice,500000,,,550316163.0,ns,1
Build Voronoi Cells,voronoice,500000,,,539865352.0,ns,1
Build Voronoi Cells,voronoice,500000,,,552837884.0,ns,1
Build Voronoi Cells,voronoice,500000,,,540276623.0,ns,1
Build Voronoi Cells,voronoice,500000,,,559027028.0,ns,1
Build Voronoi Cells,voronoice,500000,,,550071082.0,ns,1
Build Voronoi Cells,voronoice,500000,,,552429261.0,ns,1
Build Voronoi Cells,voronoice,500000,,,558184865.0,ns,1
Build Voronoi Cells,voronoice,500000,,,550779929.0,ns,1
Build Voronoi Cells,voronoice,500000,,,551161966.0,ns,1
Build Voronoi Cells,voronoice,500000,,,557700634.0,ns,1
