group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronoi,1000000,,,5121258218.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5103887010.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5106918273.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5195299205.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5236002600.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5103086055.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5107723821.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5081243762.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5107355905.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5168024898.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5078806439.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5075228271.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5099075169.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5063370348.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5111219498.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5356310459.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5177302591.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5178778259.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5226941786.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5093495063.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5136026365.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5309874742.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5206050947.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5072182138.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5146298001.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5108752936.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5170395425.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5128154894.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5071871360.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5088144392.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5179592493.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5217378981.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5344064282.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5140006742.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5124355384.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5174394211.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5149853858.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5259722091.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5327809464.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5172863870.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5058005750.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5115925238.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5044608083.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5037892392.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5054530969.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5103142532.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5080704688.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5123706371.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5076062796.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5193944962.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5191684284.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5154210745.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5060432499.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5050539554.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5182189367.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5169478883.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5132762888.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5200315838.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5040039380.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5067156020.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5143319299.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5043001590.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5028565748.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5048176292.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5028998797.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5046530433.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5024941885.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5066468936.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5062759960.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5058084357.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5095169491.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5025189550.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5009263322.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5013440975.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5004670098.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5018785085.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5017821773.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5017550472.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5037422109.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5044140938.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5014506819.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5029377299.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5026024182.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5035519421.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5023110301.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5063826062.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5007226974.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5203819062.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5084307188.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5229269277.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5078079644.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5126685351.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5055874750.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5027167116.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5027578805.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5001506929.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,4995235921.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5005908198.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,4999372441.0,ns,1
Build Voronoi Cells,voronoi,1000000,,,5012787392.0,ns,1
