group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronoi,100000,,,419506410.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415871846.0,ns,1
Build Voronoi Cells,voronoi,100000,,,412828675.0,ns,1
Build Voronoi Cells,voronoi,100000,,,419282473.0,ns,1
Build Voronoi Cells,voronoi,100000,,,423638595.0,ns,1
Build Voronoi Cells,voronoi,100000,,,420586919.0,ns,1
Build Voronoi Cells,voronoi,100000,,,419433226.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415828854.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414190853.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415476398.0,ns,1
Build Voronoi Cells,voronoi,100000,,,426022062.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416009609.0,ns,1
Build Voronoi Cells,voronoi,100000,,,419558461.0,ns,1
Build Voronoi Cells,voronoi,100000,,,445244320.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415568082.0,ns,1
Build Voronoi Cells,voronoi,100000,,,418298496.0,ns,1
Build Voronoi Cells,voronoi,100000,,,412306279.0,ns,1
Build Voronoi Cells,voronoi,100000,,,412565523.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415282570.0,ns,1
Build Voronoi Cells,voronoi,100000,,,423628962.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415213714.0,ns,1
Build Voronoi Cells,voronoi,100000,,,420732568.0,ns,1
Build Voronoi Cells,voronoi,100000,,,425608760.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415729744.0,ns,1
Build Voronoi Cells,voronoi,100000,,,418040036.0,ns,1
Build Voronoi Cells,voronoi,100000,,,417067843.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416730386.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416876683.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416019219.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415047644.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414856398.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415065422.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414046605.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415730364.0,ns,1
Build Voronoi Cells,voronoi,100000,,,445091612.0,ns,1
Build Voronoi Cells,voronoi,100000,,,453184556.0,ns,1
Build Voronoi Cells,voronoi,100000,,,447097138.0,ns,1
Build Voronoi Cells,voronoi,100000,,,450135729.0,ns,1
Build Voronoi Cells,voronoi,100000,,,430623308.0,ns,1
Build Voronoi Cells,voronoi,100000,,,418618932.0,ns,1
Build Voronoi Cells,voronoi,100000,,,420716853.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414843019.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415365743.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416027568.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415908693.0,ns,1
Build Voronoi Cells,voronoi,100000,,,445676276.0,ns,1
Build Voronoi Cells,voronoi,100000,,,425349811.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414321408.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415472896.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415301142.0,ns,1
Build Voronoi Cells,voronoi,100000,,,417420915.0,ns,1
Build Voronoi Cells,voronoi,100000,,,415429215.0,ns,1
Build Voronoi Cells,voronoi,100000,,,413558460.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414563562.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416672286.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416685121.0,ns,1
Build Voronoi Cells,voronoi,100000,,,413155593.0,ns,1
Build Voronoi Cells,voronoi,100000,,,445201155.0,ns,1
Build Voronoi Cells,voronoi,100000,,,420543005.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414415358.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416952206.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416304013.0,ns,1
Build Voronoi Cells,voronoi,100000,,,417597796.0,ns,1
Build Voronoi Cells,voronoi,100000,,,417549739.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414681114.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414836114.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414192714.0,ns,1
Build Voronoi Cells,voronoi,100000,,,416939896.0,ns,1
Build Voronoi Cells,voronoi,100000,,,414828488.0,ns,1
