group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronator,500000,,,544613296.0,ns,1
Build Voronoi Cells,voronator,500000,,,544084519.0,ns,1
Build Voronoi Cells,voronator,500000,,,546294351.0,ns,1
Build Voronoi Cells,voronator,500000,,,548720597.0,ns,1
Build Voronoi Cells,voronator,500000,,,543529272.0,ns,1
Build Voronoi Cells,voronator,500000,,,543622641.0,ns,1
Build Voronoi Cells,voronator,500000,,,545369512.0,ns,1
Build Voronoi Cells,voronator,500000,,,547439266.0,ns,1
Build Voronoi Cells,voronator,500000,,,545279637.0,ns,1
Build Voronoi Cells,voronator,500000,,,546488007.0,ns,1
Build Voronoi Cells,voronator,500000,,,544044293.0,ns,1
Build Voronoi Cells,voronator,500000,,,541495320.0,ns,1
Build Voronoi Cells,voronator,500000,,,555853446.0,ns,1
Build Voronoi Cells,voronator,500000,,,544223311.0,ns,1
Build Voronoi Cells,voronator,500000,,,547304169.0,ns,1
Build Voronoi Cells,voronator,500000,,,540969467.0,ns,1
Build Voronoi Cells,voronator,500000,,,547727314.0,ns,1
Build Voronoi Cells,voronator,500000,,,546326943.0,ns,1
Build Voronoi Cells,voronator,500000,,,546337306.0,ns,1
Build Voronoi Cells,voronator,500000,,,549678670.0,ns,1
Build Voronoi Cells,voronator,500000,,,546592410.0,ns,1
Build Voronoi Cells,voronator,500000,,,542927759.0,ns,1
Build Voronoi Cells,voronator,500000,,,547807272.0,ns,1
Build Voronoi Cells,voronator,500000,,,541859764.0,ns,1
Build Voronoi Cells,voronator,500000,,,550670078.0,ns,1
Build Voronoi Cells,voronator,500000,,,546071555.0,ns,1
Build Voronoi Cells,voronator,500000,,,545580745.0,ns,1
Build Voronoi Cells,voronator,500000,,,552147957.0,ns,1
Build Voronoi Cells,voronator,500000,,,560485430.0,ns,1
Build Voronoi Cells,voronator,500000,,,548632398.0,ns,1
Build Voronoi Cells,voronator,500000,,,549568153.0,ns,1
Build Voronoi Cells,voronator,500000,,,543679435.0,ns,1
Build Voronoi Cells,voronator,500000,,,544274452.0,ns,1
Build Voronoi Cells,voronator,500000,,,543600778.0,ns,1
Build Voronoi Cells,voronator,500000,,,548716746.0,ns,1
Build Voronoi Cells,voronator,500000,,,545674549.0,ns,1
Build Voronoi Cells,voronator,500000,,,543766561.0,ns,1
Build Voronoi Cells,voronator,500000,,,544539332.0,ns,1
Build Voronoi Cells,voronator,500000,,,549977179.0,ns,1
Build Voronoi Cells,voronator,500000,,,543749206.0,ns,1
Build Voronoi Cells,voronator,500000,,,550561606.0,ns,1
Build Voronoi Cells,voronator,500000,,,548190731.0,ns,1
Build Voronoi Cells,voronator,500000,,,544880997.0,ns,1
Build Voronoi Cells,voronator,500000,,,544818383.0,ns,1
Build Voronoi Cells,voronator,500000,,,576039053.0,ns,1
Build Voronoi Cells,voronator,500000,,,547225512.0,ns,1
Build Voronoi Cells,voronator,500000,,,551935785.0,ns,1
Build Voronoi Cells,voronator,500000,,,546239737.0,ns,1
Build Voronoi Cells,voronator,500000,,,550551221.0,ns,1
Build Voronoi Cells,voronator,500000,,,550522946.0,ns,1
Build Voronoi Cells,voronator,500000,,,545994212.0,ns,1
Build Voronoi Cells,voronator,500000,,,548811325.0,ns,1
Build Voronoi Cells,voronator,500000,,,549637370.0,ns,1
Build Voronoi Cells,voronator,500000,,,563353736.0,ns,1
Build Voronoi Cells,voronator,500000,,,546944901.0,ns,1
Build Voronoi Cells,voronator,500000,,,551202857.0,ns,1
Build Voronoi Cells,voronator,500000,,,544944688.0,ns,1
Build Voronoi Cells,voronator,500000,,,550209528.0,ns,1
Build Voronoi Cells,voronator,500000,,,542859858.0,ns,1
Build Voronoi Cells,voronator,500000,,,548883248.0,ns,1
Build Voronoi Cells,voronator,500000,,,543322808.0,ns,1
Build Voronoi Cells,voronator,500000,,,549892129.0,ns,1
Build Voronoi Cells,voronator,500000,,,549700912.0,ns,1
Build Voronoi Cells,voronator,500000,,,546074933.0,ns,1
Build Voronoi Cells,voronator,500000,,,549750206.0,ns,1
Build Voronoi Cells,voronator,500000,,,547839521.0,ns,1
Build Voronoi Cells,voronator,500000,,,545821839.0,ns,1
Build Voronoi Cells,voronator,500000,,,550278788.0,ns,1
Build Voronoi Cells,voronator,500000,,,547894565.0,ns,1
Build Voronoi Cells,voronator,500000,,,553575706.0,ns,1
Build Voronoi Cells,voronator,500000,,,547139339.0,ns,1
Build Voronoi Cells,voronator,500000,,,546190008.0,ns,1
Build Voronoi Cells,voronator,500000,,,548687958.0,ns,1
Build Voronoi Cells,voronator,500000,,,545103929.0,ns,1
Build Voronoi Cells,voronator,500000,,,553138308.0,ns,1
Build Voronoi Cells,voronator,500000,,,550144724.0,ns,1
Build Voronoi Cells,voronator,500000,,,548393770.0,ns,1
Build Voronoi Cells,voronator,500000,,,557621919.0,ns,1
Build Voronoi Cells,voronator,500000,,,544746754.0,ns,1
Build Voronoi Cells,voronator,500000,,,549724663.0,ns,1
Build Voronoi Cells,voronator,500000,,,547347803.0,ns,1
Build Voronoi Cells,voronator,500000,,,547418690.0,ns,1
Build Voronoi Cells,voronator,500000,,,553147089.0,ns,1
Build Voronoi Cells,voronator,500000,,,545494091.0,ns,1
Build Voronoi Cells,voronator,500000,,,545682444.0,ns,1
Build Voronoi Cells,voronator,500000,,,547022371.0,ns,1
Build Voronoi Cells,voronator,500000,,,547116928.0,ns,1
Build Voronoi Cells,voronator,500000,,,544259533.0,ns,1
Build Voronoi Cells,voronator,500000,,,545508742.0,ns,1
Build Voronoi Cells,voronator,500000,,,551661708.0,ns,1
Build Voronoi Cells,voronator,500000,,,545862159.0,ns,1
Build Voronoi Cells,voronator,500000,,,544800110.0,ns,1
Build Voronoi Cells,voronator,500000,,,548667518.0,ns,1
Build Voronoi Cells,voronator,500000,,,561492509.0,ns,1
Build Voronoi Cells,voronator,500000,,,546008036.0,ns,1
Build Voronoi Cells,voronator,500000,,,549683095.0,ns,1
Build Voronoi Cells,voronator,500000,,,546827790.0,ns,1
Build Voronoi Cells,voronator,500000,,,546570008.0,ns,1
Build Voronoi Cells,voronator,500000,,,548652413.0,ns,1
Build Voronoi Cells,voronator,500000,,,548880801.0,ns,1
