group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,delauney2d,500,,,59169014.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59147582.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59242368.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59198044.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59117256.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59112734.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59003564.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59116939.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59203050.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59135377.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59108218.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59168269.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59161909.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59226574.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59166881.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59155608.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59015375.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59193292.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59194791.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59156723.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59113806.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59228713.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59087466.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59171938.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59184198.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59077893.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59089815.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59179955.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59104248.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59165700.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59060845.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59195105.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59115890.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59090950.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59047537.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59118593.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59079316.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59173663.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59167057.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59209812.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59094149.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59120296.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59212347.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59148381.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59214885.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59180556.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59127644.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59154113.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59188117.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59258422.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59180567.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59069595.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59088977.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59119079.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59108749.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59128863.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59097992.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59107105.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59007885.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59214897.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59163338.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59202378.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59180370.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59144199.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59087992.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59123700.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59090515.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59136086.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59086362.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59219355.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59082277.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59170500.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59172446.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59152088.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59195713.0,ns,6
Build Voronoi Cells,delauney2d,500,,,58958646.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59131029.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59130866.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59048750.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59037329.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59034695.0,ns,6
Build Voronoi Cells,delauney2d,500,,,58996382.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59088054.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59028186.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59004511.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59061946.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59175019.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59010557.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59087731.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59066397.0,ns,6
Build Voronoi Cells,delauney2d,500,,,58961635.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59148384.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59102025.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59157718.0,ns,6
Build Voronoi Cells,delauney2d,500,,,58966356.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59050085.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59223152.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59061137.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59006254.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59088144.0,ns,6
