group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronoice,1000,,,1122506.0,ns,2
Build Voronoi Cells,voronoice,1000,,,2205487.0,ns,4
Build Voronoi Cells,voronoice,1000,,,3333107.0,ns,6
Build Voronoi Cells,voronoice,1000,,,4397237.0,ns,8
Build Voronoi Cells,voronoice,1000,,,9819765.0,ns,10
Build Voronoi Cells,voronoice,1000,,,6697814.0,ns,12
Build Voronoi Cells,voronoice,1000,,,7763503.0,ns,14
Build Voronoi Cells,voronoice,1000,,,8830600.0,ns,16
Build Voronoi Cells,voronoice,1000,,,10058294.0,ns,18
Build Voronoi Cells,voronoice,1000,,,11038486.0,ns,20
Build Voronoi Cells,voronoice,1000,,,12231786.0,ns,22
Build Voronoi Cells,voronoice,1000,,,13331453.0,ns,24
Build Voronoi Cells,voronoice,1000,,,14450407.0,ns,26
Build Voronoi Cells,voronoice,1000,,,15620917.0,ns,28
Build Voronoi Cells,voronoice,1000,,,16624436.0,ns,30
Build Voronoi Cells,voronoice,1000,,,17844160.0,ns,32
Build Voronoi Cells,voronoice,1000,,,18985902.0,ns,34
Build Voronoi Cells,voronoice,1000,,,20076793.0,ns,36
Build Voronoi Cells,voronoice,1000,,,21146331.0,ns,38
Build Voronoi Cells,voronoice,1000,,,22240461.0,ns,40
Build Voronoi Cells,voronoice,1000,,,23356840.0,ns,42
Build Voronoi Cells,voronoice,1000,,,24414934.0,ns,44
Build Voronoi Cells,voronoice,1000,,,25600657.0,ns,46
Build Voronoi Cells,voronoice,1000,,,26671245.0,ns,48
Build Voronoi Cells,voronoice,1000,,,27776576.0,ns,50
Build Voronoi Cells,voronoice,1000,,,28924337.0,ns,52
Build Voronoi Cells,voronoice,1000,,,30199021.0,ns,54
Build Voronoi Cells,voronoice,1000,,,31135411.0,ns,56
Build Voronoi Cells,voronoice,1000,,,32274258.0,ns,58
Build Voronoi Cells,voronoice,1000,,,33363297.0,ns,60
Build Voronoi Cells,voronoice,1000,,,34223947.0,ns,62
Build Voronoi Cells,voronoice,1000,,,35234720.0,ns,64
