group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronator,100000,,,86414237.0,ns,1
Build Voronoi Cells,voronator,100000,,,81981967.0,ns,1
Build Voronoi Cells,voronator,100000,,,82018183.0,ns,1
Build Voronoi Cells,voronator,100000,,,81340450.0,ns,1
Build Voronoi Cells,voronator,100000,,,81601260.0,ns,1
Build Voronoi Cells,voronator,100000,,,81545389.0,ns,1
Build Voronoi Cells,voronator,100000,,,81520151.0,ns,1
Build Voronoi Cells,voronator,100000,,,81632702.0,ns,1
Build Voronoi Cells,voronator,100000,,,82084668.0,ns,1
Build Voronoi Cells,voronator,100000,,,81149112.0,ns,1
Build Voronoi Cells,voronator,100000,,,81276355.0,ns,1
Build Voronoi Cells,voronator,100000,,,81262502.0,ns,1
Build Voronoi Cells,voronator,100000,,,81269963.0,ns,1
Build Voronoi Cells,voronator,100000,,,81398292.0,ns,1
Build Voronoi Cells,voronator,100000,,,81273523.0,ns,1
Build Voronoi Cells,voronator,100000,,,81828730.0,ns,1
Build Voronoi Cells,voronator,100000,,,81282394.0,ns,1
Build Voronoi Cells,voronator,100000,,,81475317.0,ns,1
Build Voronoi Cells,voronator,100000,,,81230201.0,ns,1
Build Voronoi Cells,voronator,100000,,,81257501.0,ns,1
Build Voronoi Cells,voronator,100000,,,81403972.0,ns,1
Build Voronoi Cells,voronator,100000,,,81298252.0,ns,1
Build Voronoi Cells,voronator,100000,,,81422192.0,ns,1
Build Voronoi Cells,voronator,100000,,,81335711.0,ns,1
Build Voronoi Cells,voronator,100000,,,81508070.0,ns,1
Build Voronoi Cells,voronator,100000,,,82279404.0,ns,1
Build Voronoi Cells,voronator,100000,,,81586771.0,ns,1
Build Voronoi Cells,voronator,100000,,,81236803.0,ns,1
Build Voronoi Cells,voronator,100000,,,81379378.0,ns,1
Build Voronoi Cells,voronator,100000,,,81586031.0,ns,1
Build Voronoi Cells,voronator,100000,,,81329333.0,ns,1
Build Voronoi Cells,voronator,100000,,,81343827.0,ns,1
Build Voronoi Cells,voronator,100000,,,81457540.0,ns,1
Build Voronoi Cells,voronator,100000,,,81542532.0,ns,1
Build Voronoi Cells,voronator,100000,,,94203656.0,ns,1
Build Voronoi Cells,voronator,100000,,,82136459.0,ns,1
Build Voronoi Cells,voronator,100000,,,81652993.0,ns,1
Build Voronoi Cells,voronator,100000,,,81875149.0,ns,1
Build Voronoi Cells,voronator,100000,,,81951630.0,ns,1
Build Voronoi Cells,voronator,100000,,,81792142.0,ns,1
Build Voronoi Cells,voronator,100000,,,82050294.0,ns,1
Build Voronoi Cells,voronator,100000,,,81492535.0,ns,1
Build Voronoi Cells,voronator,100000,,,81461411.0,ns,1
Build Voronoi Cells,voronator,100000,,,81516602.0,ns,1
Build Voronoi Cells,voronator,100000,,,83012640.0,ns,1
Build Voronoi Cells,voronator,100000,,,81503415.0,ns,1
Build Voronoi Cells,voronator,100000,,,81604313.0,ns,1
Build Voronoi Cells,voronator,100000,,,81800115.0,ns,1
Build Voronoi Cells,voronator,100000,,,81501214.0,ns,1
Build Voronoi Cells,voronator,100000,,,83116943.0,ns,1
Build Voronoi Cells,voronator,100000,,,83260920.0,ns,1
Build Voronoi Cells,voronator,100000,,,81569965.0,ns,1
Build Voronoi Cells,voronator,100000,,,82196240.0,ns,1
Build Voronoi Cells,voronator,100000,,,81647557.0,ns,1
Build Voronoi Cells,voronator,100000,,,81636593.0,ns,1
Build Voronoi Cells,voronator,100000,,,81461858.0,ns,1
Build Voronoi Cells,voronator,100000,,,81433454.0,ns,1
Build Voronoi Cells,voronator,100000,,,81539606.0,ns,1
Build Voronoi Cells,voronator,100000,,,81518778.0,ns,1
Build Voronoi Cells,voronator,100000,,,81471043.0,ns,1
Build Voronoi Cells,voronator,100000,,,81551848.0,ns,1
Build Voronoi Cells,voronator,100000,,,81455930.0,ns,1
Build Voronoi Cells,voronator,100000,,,81473394.0,ns,1
Build Voronoi Cells,voronator,100000,,,81710121.0,ns,1
Build Voronoi Cells,voronator,100000,,,82386041.0,ns,1
Build Voronoi Cells,voronator,100000,,,84198306.0,ns,1
Build Voronoi Cells,voronator,100000,,,82051545.0,ns,1
Build Voronoi Cells,voronator,100000,,,82057893.0,ns,1
Build Voronoi Cells,voronator,100000,,,82182399.0,ns,1
Build Voronoi Cells,voronator,100000,,,82116515.0,ns,1
Build Voronoi Cells,voronator,100000,,,82764909.0,ns,1
Build Voronoi Cells,voronator,100000,,,81906424.0,ns,1
Build Voronoi Cells,voronator,100000,,,81448038.0,ns,1
Build Voronoi Cells,voronator,100000,,,81904042.0,ns,1
Build Voronoi Cells,voronator,100000,,,81479494.0,ns,1
Build Voronoi Cells,voronator,100000,,,82027189.0,ns,1
Build Voronoi Cells,voronator,100000,,,81663803.0,ns,1
Build Voronoi Cells,voronator,100000,,,82060894.0,ns,1
Build Voronoi Cells,voronator,100000,,,82021647.0,ns,1
Build Voronoi Cells,voronator,100000,,,81454140.0,ns,1
Build Voronoi Cells,voronator,100000,,,81635408.0,ns,1
Build Voronoi Cells,voronator,100000,,,81430951.0,ns,1
Build Voronoi Cells,voronator,100000,,,81591518.0,ns,1
Build Voronoi Cells,voronator,100000,,,81968026.0,ns,1
Build Voronoi Cells,voronator,100000,,,81731475.0,ns,1
Build Voronoi Cells,voronator,100000,,,81740343.0,ns,1
Build Voronoi Cells,voronator,100000,,,84016060.0,ns,1
Build Voronoi Cells,voronator,100000,,,82177465.0,ns,1
Build Voronoi Cells,voronator,100000,,,81608550.0,ns,1
Build Voronoi Cells,voronator,100000,,,81353190.0,ns,1
Build Voronoi Cells,voronator,100000,,,81967723.0,ns,1
Build Voronoi Cells,voronator,100000,,,81597603.0,ns,1
Build Voronoi Cells,voronator,100000,,,82333767.0,ns,1
Build Voronoi Cells,voronator,100000,,,81711808.0,ns,1
Build Voronoi Cells,voronator,100000,,,81772751.0,ns,1
Build Voronoi Cells,voronator,100000,,,81585951.0,ns,1
Build Voronoi Cells,voronator,100000,,,81658040.0,ns,1
Build Voronoi Cells,voronator,100000,,,81442388.0,ns,1
