group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronator,100,,,1243322.0,ns,7
Build Voronoi Cells,voronator,100,,,2070542.0,ns,14
Build Voronoi Cells,voronator,100,,,3077122.0,ns,21
Build Voronoi Cells,voronator,100,,,4340887.0,ns,28
Build Voronoi Cells,voronator,100,,,5009267.0,ns,35
Build Voronoi Cells,voronator,100,,,5830112.0,ns,42
Build Voronoi Cells,voronator,100,,,6875028.0,ns,49
Build Voronoi Cells,voronator,100,,,7740523.0,ns,56
Build Voronoi Cells,voronator,100,,,8741679.0,ns,63
Build Voronoi Cells,voronator,100,,,9960264.0,ns,70
Build Voronoi Cells,voronator,100,,,10911497.0,ns,77
Build Voronoi Cells,voronator,100,,,11711195.0,ns,84
Build Voronoi Cells,voronator,100,,,12757568.0,ns,91
Build Voronoi Cells,voronator,100,,,13883943.0,ns,98
Build Voronoi Cells,voronator,100,,,14515561.0,ns,105
Build Voronoi Cells,voronator,100,,,15599741.0,ns,112
Build Voronoi Cells,voronator,100,,,16436707.0,ns,119
Build Voronoi Cells,voronator,100,,,17252169.0,ns,126
Build Voronoi Cells,voronator,100,,,18490203.0,ns,133
Build Voronoi Cells,voronator,100,,,19776638.0,ns,140
Build Voronoi Cells,voronator,100,,,20377352.0,ns,147
Build Voronoi Cells,voronator,100,,,20757142.0,ns,154
Build Voronoi Cells,voronator,100,,,21142338.0,ns,161
Build Voronoi Cells,voronator,100,,,22229432.0,ns,168
Build Voronoi Cells,voronator,100,,,23110854.0,ns,175
Build Voronoi Cells,voronator,100,,,25198223.0,ns,182
Build Voronoi Cells,voronator,100,,,25828902.0,ns,189
Build Voronoi Cells,voronator,100,,,27138081.0,ns,196
Build Voronoi Cells,voronator,100,,,28022031.0,ns,203
Build Voronoi Cells,voronator,100,,,29134687.0,ns,210
Build Voronoi Cells,voronator,100,,,29938992.0,ns,217
Build Voronoi Cells,voronator,100,,,31029512.0,ns,224
Build Voronoi Cells,voronator,100,,,31708781.0,ns,231
Build Voronoi Cells,voronator,100,,,32869010.0,ns,238
Build Voronoi Cells,voronator,100,,,33755816.0,ns,245
Build Voronoi Cells,voronator,100,,,34887883.0,ns,252
Build Voronoi Cells,voronator,100,,,35734403.0,ns,259
Build Voronoi Cells,voronator,100,,,36841967.0,ns,266
Build Voronoi Cells,voronator,100,,,37892184.0,ns,273
Build Voronoi Cells,voronator,100,,,38433428.0,ns,280
Build Voronoi Cells,voronator,100,,,39053288.0,ns,287
Build Voronoi Cells,voronator,100,,,39990325.0,ns,294
Build Voronoi Cells,voronator,100,,,40886499.0,ns,301
Build Voronoi Cells,voronator,100,,,41272795.0,ns,308
Build Voronoi Cells,voronator,100,,,42261502.0,ns,315
Build Voronoi Cells,voronator,100,,,43326610.0,ns,322
Build Voronoi Cells,voronator,100,,,43947639.0,ns,329
Build Voronoi Cells,voronator,100,,,45753948.0,ns,336
Build Voronoi Cells,voronator,100,,,46280279.0,ns,343
Build Voronoi Cells,voronator,100,,,46685640.0,ns,350
