group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronoice,2000000,,,4092796574.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4130544434.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4094284895.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4113360559.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4116250195.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4150890048.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4115676899.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4137707667.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4092120128.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4055534525.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4130748394.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4067806492.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4078827133.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4068408197.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4073090285.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4132113884.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4134220967.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4099845373.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4143199979.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4109607967.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4065498753.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4070887700.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4071458324.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4059678424.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4081633124.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4077302745.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4066588615.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4069588108.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4066932520.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4093839735.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4115554896.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4031280329.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4056750207.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4109237740.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4096991524.0,ns,1
Build Voronoi Cells,voronoice,2000000,,,4113002528.0,ns,1
