group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,delauney2d,500,,,59653560.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59490275.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59506164.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59431067.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59686415.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59571804.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59609598.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59499757.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59401905.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59623691.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59429814.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59590691.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59792750.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59583347.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59553231.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59450720.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59728987.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59584127.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59524035.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59528450.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59407560.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59549731.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59522974.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59579526.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59593419.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59476370.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59671699.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59677384.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59577854.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59557891.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59445353.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59446240.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59576164.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59577230.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59504241.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59614842.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59541955.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59512761.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59506340.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59618035.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59550908.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59481017.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59642413.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59439117.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59515300.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59595022.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59553753.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59504514.0,ns,6
Build Voronoi Cells,delauney2d,500,,,59551618.0,ns,6
