group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Build Voronoi Cells,voronator,1000,,,996175.0,ns,1
Build Voronoi Cells,voronator,1000,,,2115886.0,ns,2
Build Voronoi Cells,voronator,1000,,,2641332.0,ns,3
Build Voronoi Cells,voronator,1000,,,3515102.0,ns,4
Build Voronoi Cells,voronator,1000,,,4370538.0,ns,5
Build Voronoi Cells,voronator,1000,,,5244841.0,ns,6
Build Voronoi Cells,voronator,1000,,,6115747.0,ns,7
Build Voronoi Cells,voronator,1000,,,6987715.0,ns,8
Build Voronoi Cells,voronator,1000,,,7940067.0,ns,9
Build Voronoi Cells,voronator,1000,,,8725508.0,ns,10
Build Voronoi Cells,voronator,1000,,,9675943.0,ns,11
Build Voronoi Cells,voronator,1000,,,10558464.0,ns,12
Build Voronoi Cells,voronator,1000,,,11397463.0,ns,13
Build Voronoi Cells,voronator,1000,,,12782437.0,ns,14
Build Voronoi Cells,voronator,1000,,,13167286.0,ns,15
Build Voronoi Cells,voronator,1000,,,14024922.0,ns,16
Build Voronoi Cells,voronator,1000,,,14980685.0,ns,17
Build Voronoi Cells,voronator,1000,,,15738098.0,ns,18
Build Voronoi Cells,voronator,1000,,,16737827.0,ns,19
Build Voronoi Cells,voronator,1000,,,17740679.0,ns,20
Build Voronoi Cells,voronator,1000,,,18784707.0,ns,21
Build Voronoi Cells,voronator,1000,,,19316442.0,ns,22
Build Voronoi Cells,voronator,1000,,,20317382.0,ns,23
Build Voronoi Cells,voronator,1000,,,21373901.0,ns,24
Build Voronoi Cells,voronator,1000,,,22614566.0,ns,25
Build Voronoi Cells,voronator,1000,,,22971567.0,ns,26
Build Voronoi Cells,voronator,1000,,,24528683.0,ns,27
Build Voronoi Cells,voronator,1000,,,24720293.0,ns,28
Build Voronoi Cells,voronator,1000,,,29370908.0,ns,29
Build Voronoi Cells,voronator,1000,,,32420994.0,ns,30
Build Voronoi Cells,voronator,1000,,,28260867.0,ns,31
Build Voronoi Cells,voronator,1000,,,28397443.0,ns,32
Build Voronoi Cells,voronator,1000,,,29262887.0,ns,33
Build Voronoi Cells,voronator,1000,,,30330767.0,ns,34
Build Voronoi Cells,voronator,1000,,,31483235.0,ns,35
Build Voronoi Cells,voronator,1000,,,31833874.0,ns,36
Build Voronoi Cells,voronator,1000,,,33035320.0,ns,37
Build Voronoi Cells,voronator,1000,,,34184027.0,ns,38
Build Voronoi Cells,voronator,1000,,,34637110.0,ns,39
Build Voronoi Cells,voronator,1000,,,35622813.0,ns,40
Build Voronoi Cells,voronator,1000,,,36847174.0,ns,41
Build Voronoi Cells,voronator,1000,,,37800032.0,ns,42
Build Voronoi Cells,voronator,1000,,,38566309.0,ns,43
Build Voronoi Cells,voronator,1000,,,39302194.0,ns,44
Build Voronoi Cells,voronator,1000,,,40571410.0,ns,45
Build Voronoi Cells,voronator,1000,,,41582967.0,ns,46
Build Voronoi Cells,voronator,1000,,,42094962.0,ns,47
Build Voronoi Cells,voronator,1000,,,43065612.0,ns,48
